"","entry","floor","building","house","cert","neighborhood"
"2359","C","1","Main","Winthrop","Green","West"
"2360","D","3","Not Main","Adams","Silver","Central"
"2361","D","1","Not Main","Adams","Green","Central"
"2362","D","2","Main","Currier","Silver","Quad"
"2363","D","2","Not Main","Currier","Green","Quad"
"2364","E","2","Main","Kirkland","Silver","West"
"2365","A","2","Main","Mather","Silver","East"
"2366","E","3","Not Main","Pfoho","Green","Quad"
"2367","C","1","Not Main","Eliot","Silver","West"
"2368","A","1","Not Main","Leverett","Silver","East"
"2369","A","1","Main","Kirkland","Green","West"
"2370","E","2","Not Main","Quincy","Silver","Central"
"2371","D","2","Main","Lowell","Green","Central"
"2372","D","2","Main","Currier","Gold","Quad"
"2373","E","1","Not Main","Winthrop","Silver","West"
"2374","A","2","Main","Winthrop","Gold","West"
"2375","C","3","Not Main","Cabot","Silver","Quad"
"2376","A","3","Not Main","Leverett","Gold","East"
"2377","E","1","Not Main","Leverett","Green","East"
"2378","B","2","Not Main","Eliot","Gold","West"
"2379","D","2","Not Main","Kirkland","Silver","West"
"2380","C","2","Main","Winthrop","Silver","West"
"2381","B","3","Not Main","Currier","Silver","Quad"
"2382","E","3","Not Main","Currier","Silver","Quad"
"2383","B","3","Not Main","Dunster","Gold","East"
"2384","D","2","Main","Quincy","Gold","Central"
"2385","E","3","Main","Pfoho","Silver","Quad"
"2386","B","2","Not Main","Currier","Green","Quad"
"2387","B","3","Not Main","Winthrop","Silver","West"
"2388","A","2","Not Main","Quincy","Green","Central"
"2389","A","1","Main","Eliot","Green","West"
"2390","D","3","Main","Kirkland","Silver","West"
"2391","A","1","Main","Dunster","Green","East"
"2392","C","3","Main","Currier","Green","Quad"
"2393","A","2","Not Main","Cabot","Silver","Quad"
"2394","C","2","Main","Pfoho","Gold","Quad"
"2395","D","2","Not Main","Winthrop","Green","West"
"2396","E","3","Not Main","Adams","Green","Central"
"2397","B","2","Not Main","Leverett","Gold","East"
"2398","C","2","Not Main","Winthrop","Silver","West"
"2399","E","2","Main","Winthrop","Green","West"
"2400","A","2","Main","Dunster","Silver","East"
"2401","D","3","Not Main","Eliot","Gold","West"
"2402","D","2","Not Main","Winthrop","Silver","West"
"2403","D","1","Main","Leverett","Gold","East"
"2404","D","3","Not Main","Currier","Silver","Quad"
"2405","E","3","Main","Adams","Gold","Central"
"2406","B","3","Not Main","Cabot","Gold","Quad"
"2407","E","3","Not Main","Pfoho","Green","Quad"
"2408","D","2","Not Main","Dunster","Gold","East"
"2409","C","1","Not Main","Leverett","Green","East"
"2410","D","3","Main","Winthrop","Silver","West"
"2411","E","1","Main","Currier","Gold","Quad"
"2412","A","2","Not Main","Mather","Green","East"
"2413","B","1","Main","Mather","Silver","East"
"2414","C","2","Not Main","Currier","Green","Quad"
"2415","B","3","Not Main","Cabot","Silver","Quad"
"2416","C","3","Not Main","Winthrop","Gold","West"
"2417","E","1","Main","Dunster","Green","East"
"2418","A","2","Not Main","Dunster","Silver","East"
"2419","C","2","Not Main","Cabot","Green","Quad"
"2420","E","3","Not Main","Eliot","Green","West"
"2421","D","2","Not Main","Cabot","Gold","Quad"
"2422","B","3","Not Main","Mather","Green","East"
"2423","C","1","Not Main","Pfoho","Green","Quad"
"2424","D","2","Main","Currier","Gold","Quad"
"2425","E","1","Main","Quincy","Silver","Central"
"2426","E","3","Main","Mather","Green","East"
"2427","C","2","Main","Cabot","Green","Quad"
"2428","E","3","Not Main","Pfoho","Green","Quad"
"2429","B","2","Main","Winthrop","Silver","West"
"2430","D","3","Main","Dunster","Silver","East"
"2431","D","1","Main","Winthrop","Green","West"
"2432","E","1","Main","Winthrop","Silver","West"
"2433","E","1","Main","Eliot","Green","West"
"2434","A","3","Not Main","Cabot","Gold","Quad"
"2435","E","1","Main","Eliot","Green","West"
"2436","D","1","Not Main","Dunster","Green","East"
"2437","C","1","Main","Currier","Gold","Quad"
"2438","E","1","Not Main","Mather","Silver","East"
"2439","C","1","Not Main","Cabot","Silver","Quad"
"2440","B","2","Main","Kirkland","Silver","West"
"2441","A","2","Main","Mather","Green","East"
"2442","B","3","Main","Adams","Green","Central"
"2443","A","2","Not Main","Mather","Silver","East"
"2444","C","2","Not Main","Kirkland","Gold","West"
"2445","E","2","Not Main","Pfoho","Gold","Quad"
"2446","D","2","Main","Dunster","Silver","East"
"2447","C","1","Not Main","Leverett","Silver","East"
"2448","C","2","Not Main","Cabot","Silver","Quad"
"2449","E","3","Main","Leverett","Silver","East"
"2450","A","1","Main","Leverett","Green","East"
"2451","C","3","Main","Quincy","Silver","Central"
"2452","A","3","Main","Dunster","Green","East"
"2453","E","2","Not Main","Kirkland","Green","West"
"2454","C","2","Main","Dunster","Green","East"
"2455","B","3","Main","Winthrop","Silver","West"
"2456","A","1","Main","Adams","Silver","Central"
"2457","A","3","Main","Dunster","Green","East"
"2458","C","2","Not Main","Eliot","Silver","West"
"2459","B","3","Main","Dunster","Green","East"
"2460","C","1","Not Main","Dunster","Green","East"
"2461","D","1","Main","Winthrop","Green","West"
"2462","A","2","Not Main","Cabot","Gold","Quad"
"2463","E","3","Not Main","Currier","Green","Quad"
"2464","E","3","Not Main","Pfoho","Green","Quad"
"2465","E","1","Main","Pfoho","Gold","Quad"
"2466","D","3","Not Main","Leverett","Green","East"
"2467","A","2","Main","Quincy","Gold","Central"
"2468","C","2","Not Main","Quincy","Green","Central"
"2469","E","3","Not Main","Adams","Gold","Central"
"2470","A","3","Main","Eliot","Green","West"
"2471","C","1","Not Main","Currier","Green","Quad"
"2472","B","2","Not Main","Winthrop","Silver","West"
"2473","E","2","Main","Winthrop","Green","West"
"2474","E","3","Main","Dunster","Green","East"
"2475","D","3","Main","Currier","Green","Quad"
"2476","C","1","Main","Kirkland","Green","West"
"2477","E","2","Not Main","Kirkland","Silver","West"
"2478","B","1","Not Main","Quincy","Green","Central"
"2479","E","3","Main","Mather","Green","East"
"2480","E","2","Main","Currier","Green","Quad"
"2481","C","1","Not Main","Currier","Green","Quad"
"2482","A","2","Main","Dunster","Silver","East"
"2483","E","1","Main","Winthrop","Silver","West"
"2484","A","1","Not Main","Eliot","Silver","West"
"2485","C","2","Not Main","Leverett","Silver","East"
"2486","E","3","Main","Mather","Silver","East"
"2487","E","3","Main","Pfoho","Green","Quad"
"2488","D","1","Not Main","Eliot","Silver","West"
"2489","E","1","Main","Adams","Silver","Central"
"2490","E","2","Main","Pfoho","Green","Quad"
"2491","C","3","Main","Leverett","Green","East"
"2492","B","3","Not Main","Mather","Gold","East"
"2493","C","1","Main","Cabot","Green","Quad"
"2494","C","2","Not Main","Leverett","Green","East"
"2495","E","1","Main","Cabot","Green","Quad"
"2496","C","2","Main","Currier","Green","Quad"
"2497","A","2","Main","Winthrop","Green","West"
"2498","A","1","Not Main","Dunster","Gold","East"
"2499","D","3","Not Main","Winthrop","Silver","West"
"2500","D","3","Not Main","Leverett","Green","East"
"2501","C","3","Main","Kirkland","Silver","West"
"2502","E","1","Main","Cabot","Gold","Quad"
"2503","A","1","Not Main","Eliot","Green","West"
"2504","A","3","Not Main","Dunster","Gold","East"
"2505","A","2","Not Main","Mather","Green","East"
"2506","A","3","Main","Currier","Green","Quad"
"2507","A","1","Not Main","Pfoho","Green","Quad"
"2508","C","2","Main","Dunster","Green","East"
"2509","B","1","Main","Currier","Gold","Quad"
"2510","A","2","Not Main","Adams","Gold","Central"
"2511","C","1","Main","Leverett","Gold","East"
"2512","E","1","Main","Quincy","Green","Central"
"2513","C","3","Not Main","Winthrop","Green","West"
"2514","B","1","Not Main","Mather","Silver","East"
"2515","C","1","Main","Mather","Silver","East"
"2516","E","1","Main","Pfoho","Silver","Quad"
"2517","D","1","Not Main","Quincy","Green","Central"
"2518","B","2","Not Main","Dunster","Gold","East"
"2519","D","3","Main","Eliot","Green","West"
"2520","A","2","Not Main","Cabot","Gold","Quad"
"2521","B","3","Main","Lowell","Silver","Central"
"2522","B","1","Main","Adams","Green","Central"
"2523","E","3","Main","Pfoho","Silver","Quad"
"2524","E","1","Not Main","Eliot","Silver","West"
"2525","B","1","Main","Pfoho","Green","Quad"
"2526","A","3","Not Main","Dunster","Silver","East"
"2527","A","2","Main","Winthrop","Green","West"
"2528","B","2","Not Main","Currier","Green","Quad"
"2529","D","3","Main","Dunster","Green","East"
"2530","E","2","Main","Currier","Silver","Quad"
"2531","B","2","Not Main","Currier","Silver","Quad"
"2532","D","3","Not Main","Mather","Green","East"
"2533","A","2","Main","Currier","Green","Quad"
"2534","E","2","Main","Dunster","Green","East"
"2535","A","2","Not Main","Pfoho","Green","Quad"
"2536","B","1","Main","Dunster","Green","East"
"2537","C","2","Main","Cabot","Silver","Quad"
"2538","D","1","Not Main","Adams","Green","Central"
"2539","E","2","Main","Leverett","Green","East"
"2540","C","1","Main","Currier","Green","Quad"
"2541","B","3","Not Main","Pfoho","Green","Quad"
"2542","E","2","Main","Leverett","Green","East"
"2543","B","3","Not Main","Leverett","Silver","East"
"2544","B","2","Not Main","Currier","Silver","Quad"
"2545","E","1","Not Main","Winthrop","Green","West"
"2546","D","1","Not Main","Pfoho","Silver","Quad"
"2547","E","2","Main","Currier","Silver","Quad"
"2548","D","3","Not Main","Dunster","Silver","East"
"2549","A","2","Not Main","Lowell","Silver","Central"
"2550","A","2","Main","Winthrop","Silver","West"
"2551","B","1","Main","Eliot","Green","West"
"2552","B","1","Main","Kirkland","Green","West"
"2553","E","3","Main","Adams","Gold","Central"
"2554","C","3","Main","Winthrop","Gold","West"
"2555","E","2","Not Main","Dunster","Gold","East"
"2556","D","3","Main","Mather","Green","East"
"2557","D","2","Not Main","Mather","Green","East"
"2558","A","3","Not Main","Eliot","Green","West"
"2559","C","3","Not Main","Quincy","Green","Central"
"2560","A","3","Not Main","Adams","Green","Central"
"2561","C","3","Main","Cabot","Green","Quad"
"2562","C","1","Not Main","Winthrop","Silver","West"
"2563","B","1","Not Main","Quincy","Silver","Central"
"2564","A","1","Not Main","Kirkland","Green","West"
"2565","E","2","Main","Pfoho","Green","Quad"
"2566","E","2","Main","Mather","Silver","East"
"2567","C","3","Not Main","Cabot","Gold","Quad"
"2568","E","3","Not Main","Quincy","Gold","Central"
"2569","B","2","Main","Eliot","Silver","West"
"2570","B","1","Not Main","Dunster","Silver","East"
"2571","D","1","Not Main","Cabot","Green","Quad"
"2572","B","2","Not Main","Dunster","Gold","East"
"2573","D","3","Main","Cabot","Silver","Quad"
"2574","B","3","Main","Cabot","Green","Quad"
"2575","A","2","Main","Dunster","Green","East"
"2576","E","2","Not Main","Winthrop","Gold","West"
"2577","C","3","Main","Cabot","Green","Quad"
"2578","D","3","Not Main","Pfoho","Silver","Quad"
"2579","A","1","Not Main","Cabot","Silver","Quad"
"2580","C","2","Not Main","Winthrop","Silver","West"
"2581","B","2","Main","Leverett","Gold","East"
"2582","A","1","Not Main","Dunster","Green","East"
"2583","D","3","Not Main","Pfoho","Green","Quad"
"2584","A","1","Main","Mather","Gold","East"
"2585","A","1","Main","Kirkland","Green","West"
"2586","B","1","Not Main","Currier","Green","Quad"
"2587","B","2","Main","Kirkland","Silver","West"
"2588","A","1","Not Main","Lowell","Silver","Central"
"2589","C","1","Not Main","Mather","Silver","East"
"2590","D","1","Not Main","Winthrop","Gold","West"
"2591","B","1","Not Main","Kirkland","Silver","West"
"2592","B","2","Main","Mather","Green","East"
"2593","B","2","Main","Pfoho","Silver","Quad"
"2594","E","3","Not Main","Pfoho","Silver","Quad"
"2595","D","3","Main","Currier","Gold","Quad"
"2596","A","2","Not Main","Adams","Green","Central"
"2597","B","1","Not Main","Quincy","Green","Central"
"2598","B","1","Main","Lowell","Gold","Central"
"2599","C","2","Not Main","Winthrop","Silver","West"
"2600","C","3","Not Main","Winthrop","Silver","West"
"2601","A","2","Main","Lowell","Gold","Central"
"2602","B","1","Not Main","Dunster","Silver","East"
"2603","B","1","Not Main","Dunster","Silver","East"
"2604","A","1","Main","Quincy","Silver","Central"
"2605","A","2","Not Main","Adams","Silver","Central"
"2606","E","3","Not Main","Dunster","Green","East"
"2607","D","2","Main","Winthrop","Gold","West"
"2608","D","3","Main","Currier","Green","Quad"
"2609","A","3","Not Main","Adams","Gold","Central"
"2610","E","3","Not Main","Winthrop","Green","West"
"2611","B","2","Not Main","Leverett","Green","East"
"2612","C","3","Not Main","Dunster","Green","East"
"2613","A","2","Not Main","Leverett","Green","East"
"2614","E","3","Main","Eliot","Green","West"
"2615","B","1","Not Main","Currier","Green","Quad"
"2616","D","2","Not Main","Dunster","Green","East"
"2617","A","1","Not Main","Cabot","Gold","Quad"
"2618","B","3","Not Main","Eliot","Green","West"
"2619","C","3","Not Main","Adams","Gold","Central"
"2620","C","2","Main","Mather","Silver","East"
"2621","B","2","Not Main","Winthrop","Green","West"
"2622","A","2","Not Main","Adams","Green","Central"
"2623","C","1","Not Main","Mather","Green","East"
"2624","B","3","Not Main","Currier","Green","Quad"
"2625","C","3","Main","Lowell","Silver","Central"
"2626","A","3","Not Main","Winthrop","Green","West"
"2627","E","1","Not Main","Kirkland","Silver","West"
"2628","E","2","Main","Currier","Green","Quad"
"2629","E","2","Not Main","Dunster","Green","East"
"2630","A","1","Not Main","Winthrop","Green","West"
"2631","E","2","Not Main","Pfoho","Green","Quad"
"2632","E","2","Not Main","Mather","Green","East"
"2633","E","2","Main","Quincy","Gold","Central"
"2634","B","3","Not Main","Lowell","Green","Central"
"2635","D","2","Main","Adams","Silver","Central"
"2636","E","1","Main","Currier","Silver","Quad"
"2637","C","1","Not Main","Kirkland","Gold","West"
"2638","A","2","Not Main","Dunster","Green","East"
"2639","E","3","Main","Leverett","Gold","East"
"2640","C","1","Main","Currier","Gold","Quad"
"2641","B","3","Main","Eliot","Silver","West"
"2642","E","3","Main","Winthrop","Silver","West"
"2643","D","3","Not Main","Leverett","Green","East"
"2644","A","1","Main","Winthrop","Green","West"
"2645","A","3","Not Main","Mather","Gold","East"
"2646","A","1","Not Main","Dunster","Green","East"
"2647","A","2","Main","Quincy","Green","Central"
"2648","E","2","Not Main","Kirkland","Silver","West"
"2649","B","2","Not Main","Kirkland","Silver","West"
"2650","B","2","Main","Currier","Green","Quad"
"2651","B","1","Main","Mather","Green","East"
"2652","E","1","Main","Dunster","Green","East"
"2653","A","1","Not Main","Winthrop","Green","West"
"2654","B","3","Main","Eliot","Gold","West"
"2655","D","2","Main","Pfoho","Green","Quad"
"2656","E","2","Not Main","Currier","Green","Quad"
"2657","B","3","Not Main","Leverett","Green","East"
"2658","A","1","Main","Cabot","Green","Quad"
"2659","B","2","Not Main","Eliot","Silver","West"
"2660","A","2","Main","Adams","Gold","Central"
"2661","B","1","Main","Winthrop","Green","West"
"2662","C","1","Not Main","Leverett","Silver","East"
"2663","A","3","Not Main","Leverett","Green","East"
"2664","C","1","Main","Winthrop","Green","West"
"2665","C","2","Main","Winthrop","Green","West"
"2666","E","3","Main","Kirkland","Green","West"
"2667","A","2","Main","Quincy","Green","Central"
"2668","E","2","Not Main","Quincy","Gold","Central"
"2669","E","2","Not Main","Winthrop","Green","West"
"2670","B","3","Main","Leverett","Green","East"
"2671","B","1","Not Main","Mather","Green","East"
"2672","E","3","Main","Quincy","Silver","Central"
"2673","A","1","Not Main","Currier","Silver","Quad"
"2674","A","3","Main","Kirkland","Silver","West"
"2675","E","2","Main","Adams","Green","Central"
"2676","D","2","Not Main","Lowell","Gold","Central"
"2677","B","1","Not Main","Dunster","Green","East"
"2678","D","1","Not Main","Winthrop","Silver","West"
"2679","A","1","Not Main","Currier","Green","Quad"
"2680","C","2","Main","Mather","Silver","East"
"2681","E","2","Main","Adams","Silver","Central"
"2682","B","3","Not Main","Cabot","Green","Quad"
"2683","D","1","Not Main","Adams","Silver","Central"
"2684","B","3","Not Main","Adams","Green","Central"
"2685","E","3","Not Main","Mather","Gold","East"
"2686","A","2","Main","Adams","Gold","Central"
"2687","E","3","Not Main","Quincy","Gold","Central"
"2688","C","2","Not Main","Pfoho","Green","Quad"
"2689","D","1","Main","Cabot","Green","Quad"
"2690","E","2","Main","Dunster","Green","East"
"2691","A","3","Main","Leverett","Silver","East"
"2692","A","2","Main","Winthrop","Green","West"
"2693","C","3","Main","Cabot","Silver","Quad"
"2694","A","3","Not Main","Cabot","Silver","Quad"
"2695","E","1","Not Main","Currier","Silver","Quad"
"2696","A","2","Main","Kirkland","Gold","West"
"2697","D","3","Not Main","Dunster","Gold","East"
"2698","E","3","Not Main","Winthrop","Silver","West"
"2699","B","3","Main","Dunster","Silver","East"
"2700","B","2","Not Main","Cabot","Gold","Quad"
"2701","D","3","Main","Cabot","Green","Quad"
"2702","A","1","Main","Lowell","Green","Central"
"2703","D","1","Main","Lowell","Green","Central"
"2704","A","2","Main","Winthrop","Green","West"
"2705","E","1","Main","Leverett","Green","East"
"2706","B","2","Not Main","Winthrop","Silver","West"
"2707","B","3","Not Main","Cabot","Gold","Quad"
"2708","A","2","Not Main","Currier","Silver","Quad"
"2709","C","3","Main","Lowell","Green","Central"
"2710","D","1","Not Main","Cabot","Silver","Quad"
"2711","B","3","Main","Dunster","Green","East"
"2712","D","3","Not Main","Lowell","Gold","Central"
"2713","C","1","Not Main","Cabot","Green","Quad"
"2714","D","2","Main","Winthrop","Green","West"
"2715","E","3","Main","Quincy","Green","Central"
"2716","A","2","Not Main","Adams","Green","Central"
"2717","D","2","Not Main","Adams","Green","Central"
"2718","A","3","Not Main","Winthrop","Silver","West"
"2719","D","1","Not Main","Currier","Green","Quad"
"2720","E","1","Not Main","Eliot","Green","West"
"2721","A","1","Main","Kirkland","Silver","West"
"2722","A","2","Not Main","Adams","Green","Central"
"2723","A","1","Main","Quincy","Green","Central"
"2724","C","1","Not Main","Winthrop","Gold","West"
"2725","C","1","Not Main","Eliot","Green","West"
"2726","D","3","Main","Kirkland","Green","West"
"2727","D","3","Main","Pfoho","Green","Quad"
"2728","A","1","Not Main","Winthrop","Silver","West"
"2729","E","2","Not Main","Lowell","Silver","Central"
"2730","D","2","Main","Adams","Gold","Central"
"2731","B","1","Not Main","Mather","Silver","East"
"2732","E","3","Main","Cabot","Gold","Quad"
"2733","A","1","Not Main","Dunster","Gold","East"
"2734","E","1","Main","Dunster","Gold","East"
"2735","D","1","Not Main","Adams","Green","Central"
"2736","B","2","Not Main","Winthrop","Gold","West"
"2737","D","3","Main","Kirkland","Green","West"
"2738","A","2","Main","Winthrop","Green","West"
"2739","A","3","Main","Eliot","Silver","West"
"2740","A","2","Main","Quincy","Silver","Central"
"2741","B","3","Main","Adams","Green","Central"
"2742","A","1","Not Main","Adams","Silver","Central"
"2743","C","2","Not Main","Eliot","Silver","West"
"2744","C","3","Main","Pfoho","Green","Quad"
"2745","C","2","Main","Kirkland","Green","West"
"2746","E","2","Main","Dunster","Green","East"
"2747","E","1","Not Main","Mather","Silver","East"
"2748","C","3","Main","Pfoho","Silver","Quad"
"2749","D","3","Main","Currier","Gold","Quad"
"2750","E","3","Not Main","Currier","Green","Quad"
"2751","B","1","Not Main","Cabot","Green","Quad"
"2752","C","3","Not Main","Eliot","Silver","West"
"2753","E","2","Not Main","Currier","Silver","Quad"
"2754","B","2","Main","Mather","Silver","East"
"2755","B","2","Main","Dunster","Silver","East"
"2756","A","1","Not Main","Winthrop","Green","West"
"2757","A","1","Main","Cabot","Silver","Quad"
"2758","C","2","Not Main","Winthrop","Gold","West"
"2759","B","1","Not Main","Dunster","Silver","East"
"2760","B","1","Not Main","Eliot","Silver","West"
"2761","A","1","Main","Currier","Green","Quad"
"2762","B","2","Main","Dunster","Gold","East"
"2763","C","1","Not Main","Cabot","Gold","Quad"
"2764","A","1","Not Main","Dunster","Green","East"
"2765","A","1","Not Main","Quincy","Gold","Central"
"2766","D","1","Main","Eliot","Green","West"
"2767","C","1","Main","Winthrop","Green","West"
"2768","E","1","Not Main","Pfoho","Green","Quad"
"2769","C","1","Main","Leverett","Silver","East"
"2770","B","1","Not Main","Winthrop","Silver","West"
"2771","A","2","Main","Leverett","Green","East"
"2772","A","1","Not Main","Cabot","Green","Quad"
"2773","A","2","Not Main","Quincy","Green","Central"
"2774","B","2","Not Main","Lowell","Silver","Central"
"2775","E","3","Not Main","Adams","Gold","Central"
"2776","B","1","Main","Kirkland","Green","West"
"2777","D","2","Not Main","Lowell","Gold","Central"
"2778","E","1","Main","Currier","Green","Quad"
"2779","D","3","Not Main","Lowell","Green","Central"
"2780","D","3","Not Main","Lowell","Silver","Central"
"2781","E","3","Not Main","Adams","Green","Central"
"2782","B","2","Main","Cabot","Silver","Quad"
"2783","C","2","Main","Dunster","Silver","East"
"2784","D","3","Not Main","Pfoho","Silver","Quad"
"2785","E","1","Not Main","Mather","Gold","East"
"2786","A","1","Main","Cabot","Silver","Quad"
"2787","E","1","Main","Leverett","Silver","East"
"2788","D","1","Main","Adams","Silver","Central"
"2789","B","2","Not Main","Cabot","Green","Quad"
"2790","C","3","Main","Leverett","Green","East"
"2791","C","2","Not Main","Lowell","Silver","Central"
"2792","E","3","Not Main","Quincy","Silver","Central"
"2793","C","1","Main","Winthrop","Silver","West"
"2794","C","2","Not Main","Winthrop","Green","West"
"2795","E","2","Main","Leverett","Green","East"
"2796","B","1","Main","Winthrop","Silver","West"
"2797","A","3","Not Main","Pfoho","Green","Quad"
"2798","E","3","Main","Adams","Green","Central"
"2799","C","3","Not Main","Kirkland","Green","West"
"2800","D","1","Main","Eliot","Silver","West"
"2801","A","3","Main","Kirkland","Green","West"
"2802","E","1","Not Main","Kirkland","Green","West"
"2803","E","3","Main","Currier","Gold","Quad"
"2804","C","1","Not Main","Pfoho","Green","Quad"
"2805","A","2","Main","Kirkland","Gold","West"
"2806","D","2","Main","Mather","Green","East"
"2807","B","3","Main","Quincy","Green","Central"
"2808","A","2","Not Main","Dunster","Green","East"
"2809","C","1","Main","Leverett","Green","East"
"2810","D","1","Not Main","Eliot","Green","West"
"2811","B","2","Main","Mather","Green","East"
"2812","C","1","Not Main","Winthrop","Green","West"
"2813","A","1","Main","Cabot","Green","Quad"
"2814","B","3","Main","Cabot","Silver","Quad"
"2815","B","3","Not Main","Dunster","Green","East"
"2816","A","3","Main","Quincy","Silver","Central"
"2817","E","2","Main","Leverett","Green","East"
"2818","A","2","Main","Currier","Silver","Quad"
"2819","E","2","Main","Leverett","Silver","East"
"2820","C","3","Not Main","Adams","Green","Central"
"2821","C","2","Main","Lowell","Green","Central"
"2822","B","1","Not Main","Dunster","Gold","East"
"2823","B","1","Not Main","Dunster","Green","East"
"2824","B","1","Main","Eliot","Silver","West"
"2825","E","2","Not Main","Pfoho","Gold","Quad"
"2826","A","2","Not Main","Currier","Gold","Quad"
"2827","D","3","Not Main","Winthrop","Silver","West"
"2828","C","2","Not Main","Quincy","Green","Central"
"2829","A","2","Main","Adams","Green","Central"
"2830","A","2","Main","Kirkland","Gold","West"
"2831","B","2","Main","Winthrop","Silver","West"
"2832","E","3","Not Main","Quincy","Silver","Central"
"2833","C","3","Not Main","Kirkland","Green","West"
"2834","B","3","Main","Kirkland","Green","West"
"2835","E","2","Not Main","Kirkland","Green","West"
"2836","B","1","Not Main","Winthrop","Green","West"
"2837","A","3","Not Main","Cabot","Green","Quad"
"2838","D","3","Not Main","Pfoho","Green","Quad"
"2839","E","1","Main","Dunster","Green","East"
"2840","C","1","Not Main","Winthrop","Green","West"
"2841","A","2","Main","Dunster","Green","East"
"2842","A","2","Not Main","Currier","Gold","Quad"
"2843","B","2","Not Main","Mather","Green","East"
"2844","C","2","Main","Adams","Silver","Central"
"2845","A","1","Not Main","Dunster","Green","East"
"2846","D","3","Main","Currier","Green","Quad"
"2847","E","2","Not Main","Dunster","Gold","East"
"2848","A","3","Not Main","Quincy","Green","Central"
"2849","D","1","Not Main","Quincy","Gold","Central"
"2850","B","1","Main","Dunster","Silver","East"
"2851","A","1","Main","Lowell","Green","Central"
"2852","A","1","Main","Cabot","Green","Quad"
"2853","A","2","Not Main","Currier","Gold","Quad"
"2854","D","2","Not Main","Mather","Green","East"
"2855","B","2","Main","Winthrop","Green","West"
"2856","D","3","Not Main","Quincy","Green","Central"
"2857","A","3","Not Main","Winthrop","Green","West"
"2858","B","2","Not Main","Adams","Gold","Central"
"2859","D","1","Not Main","Dunster","Gold","East"
"2860","D","1","Not Main","Dunster","Green","East"
"2861","A","1","Main","Winthrop","Silver","West"
"2862","E","3","Main","Cabot","Green","Quad"
"2863","D","2","Main","Mather","Green","East"
"2864","D","3","Main","Kirkland","Green","West"
"2865","E","2","Not Main","Leverett","Gold","East"
"2866","C","2","Main","Kirkland","Silver","West"
"2867","B","1","Not Main","Dunster","Green","East"
"2868","E","1","Not Main","Adams","Green","Central"
"2869","B","3","Main","Kirkland","Silver","West"
"2870","D","2","Main","Pfoho","Green","Quad"
"2871","D","1","Not Main","Winthrop","Silver","West"
"2872","B","3","Not Main","Winthrop","Silver","West"
"2873","E","2","Main","Leverett","Green","East"
"2874","A","2","Main","Leverett","Silver","East"
"2875","C","1","Not Main","Winthrop","Gold","West"
"2876","E","2","Main","Currier","Silver","Quad"
"2877","B","3","Main","Currier","Green","Quad"
"2878","C","3","Main","Quincy","Green","Central"
"2879","B","2","Not Main","Winthrop","Silver","West"
"2880","A","3","Main","Adams","Green","Central"
"2881","E","2","Not Main","Cabot","Green","Quad"
"2882","D","1","Main","Kirkland","Gold","West"
"2883","E","1","Not Main","Cabot","Green","Quad"
"2884","E","2","Main","Eliot","Silver","West"
"2885","A","2","Main","Dunster","Silver","East"
"2886","A","3","Main","Currier","Silver","Quad"
"2887","E","2","Not Main","Lowell","Gold","Central"
"2888","A","3","Main","Lowell","Green","Central"
"2889","B","2","Main","Mather","Green","East"
"2890","A","1","Main","Mather","Silver","East"
"2891","E","2","Main","Cabot","Green","Quad"
"2892","D","2","Not Main","Currier","Green","Quad"
"2893","B","3","Main","Currier","Silver","Quad"
"2894","D","1","Main","Kirkland","Silver","West"
"2895","A","2","Not Main","Kirkland","Silver","West"
"2896","C","1","Main","Leverett","Gold","East"
"2897","B","2","Main","Winthrop","Green","West"
"2898","E","1","Main","Eliot","Green","West"
"2899","C","1","Not Main","Winthrop","Gold","West"
"2900","D","3","Main","Leverett","Silver","East"
"2901","C","2","Main","Mather","Green","East"
"2902","D","1","Main","Cabot","Silver","Quad"
"2903","E","3","Not Main","Kirkland","Silver","West"
"2904","E","2","Not Main","Adams","Green","Central"
"2905","C","2","Main","Kirkland","Gold","West"
"2906","C","1","Main","Winthrop","Silver","West"
"2907","A","2","Main","Lowell","Silver","Central"
"2908","B","3","Not Main","Kirkland","Green","West"
"2909","B","3","Main","Winthrop","Green","West"
"2910","C","2","Not Main","Dunster","Silver","East"
"2911","B","2","Not Main","Winthrop","Gold","West"
"2912","B","3","Not Main","Leverett","Green","East"
"2913","D","1","Not Main","Winthrop","Green","West"
"2914","B","3","Main","Eliot","Silver","West"
"2915","D","2","Not Main","Adams","Green","Central"
"2916","C","2","Main","Winthrop","Green","West"
"2917","A","2","Main","Dunster","Green","East"
"2918","D","2","Not Main","Cabot","Green","Quad"
"2919","D","2","Not Main","Winthrop","Gold","West"
"2920","A","1","Main","Mather","Green","East"
"2921","D","2","Not Main","Lowell","Green","Central"
"2922","E","3","Main","Winthrop","Silver","West"
"2923","B","2","Main","Currier","Silver","Quad"
"2924","E","1","Not Main","Eliot","Green","West"
"2925","A","1","Main","Cabot","Green","Quad"
"2926","D","1","Main","Pfoho","Green","Quad"
"2927","C","3","Not Main","Dunster","Green","East"
"2928","B","2","Not Main","Quincy","Gold","Central"
"2929","C","1","Not Main","Leverett","Silver","East"
"2930","D","2","Main","Leverett","Green","East"
"2931","E","1","Main","Winthrop","Green","West"
"2932","E","3","Not Main","Quincy","Green","Central"
"2933","B","2","Not Main","Winthrop","Green","West"
